"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_label","deathDate","deathPlace_label","citizenship_label","nationality_label","stateOfOrigin_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label","nobel_prize","corrected_nationality"
"NULL","Frank Macfarlane Burnet","Nobel Prize in Physiology or Medicine","1899-09-03","1899-01-01T00:00:00+02:00","Traralgon","1985-08-31","Port Fairy","NULL","Australia","NULL","NULL","Virology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|KnightsOfTheOrderOfAustralia|MedicalDoctorsFromMelbourne|Acquirer109764201|Adult109605289|Agnostic109779124|AlumniOfTheUniversityOfLondon|Alumnus109786338|Aristocrat109807754|Associate109816771|AustralianAgnostics|AustralianImmunologists|AustralianKnights|AustralianMedicalResearchers|AustralianNobelLaureates|AustralianPeopleOfScottishDescent|AustralianVirologists|Biologist109855630|CausalAgent100007347|Colleague109935990|Contestant109613191|Doctor110020890|Golfer110136959|HealthProfessional110165109|Honoree110183757|Immunologist110199902|Intellectual109621545|Knight110238375|Laureate110249011|Leader109623038|LivingThing100004258|Medalist110304914|Microbiologist110313580|Object100002684|Organism100004475|Peer109626238|Person100007846|Player110439851|Professional110480253|Recipient109627906|ResearchWorker110523076|Scholar110557854|Scientist110560637|Virologist110755394|Whole100003553|Worker109632518|YagoLegalActorGeo|FellowsOfTheAustralianAcademyOfScience|FellowsOfTheRoyalSociety|MaleAristocrat110285135|MedicalPractitioner110305802|MedicalScientist110306004|PhysicalEntity100001930|RoyalMedalWinners|NobelLaureatesInPhysiologyOrMedicine|PeopleEducatedAtTheGeelongCollege|PeopleFromTheCityOfLatrobe|PhageWorkers|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Max Theiler","Nobel Prize in Physiology or Medicine","1899-01-30","1899-01-01T00:00:00+02:00","{Pretoria|South African Republic|South Africa}","1972-08-11","{New Haven Connecticut|United States}","NULL","South Africa","NULL","NULL","Virology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|WhiteSouthAfricanPeople|Academician109759069|Acquirer109764201|Adult109605289|AlumniOfKing'sCollegeLondon|Alumnus109786338|AmericanNobelLaureates|AmericanVirologists|Biologist109855630|CausalAgent100007347|Educator110045713|Emigrant110051975|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Microbiologist110313580|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Traveler109629752|Virologist110755394|Whole100003553|YagoLegalActorGeo|Migrant110314952|PhysicalEntity100001930|RhodesUniversityAcademics|RhodesUniversityAlumni|SouthAfricanEmigrantsToTheUnitedStates|SouthAfricanNobelLaureates|SouthAfricanScientists|NobelLaureatesInPhysiologyOrMedicine|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Hans Adolf Krebs","Nobel Prize in Physiology or Medicine","1900-08-25","1900-01-01T00:00:00+02:00","{Germany|Hildesheim}","1981-11-22","{England|Oxford}","NULL","Germany","NULL","{Humboldt University of Berlin|University of Freiburg|University of Göttingen|University of Hamburg}","{Biochemistry|Internal medicine}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|GermanEmigrantsToTheUnitedKingdom|GermanNobelLaureates|JewishScientists|Academician109759069|AcademicsOfTheUniversityOfCambridge|AcademicsOfTheUniversityOfSheffield|Acquirer109764201|Adult109605289|Associate109816771|Biochemist109854915|BritishBiochemists|BritishNobelLaureates|BritishPeopleOfGermanDescent|CausalAgent100007347|Chemist109913824|Citizen109923673|Colleague109935990|Contestant109613191|Educator110045713|Emigrant110051975|Golfer110136959|Honoree110183757|Laureate110249011|LivingThing100004258|Medalist110304914|Object100002684|Organism100004475|Peer109626238|Person100007846|Player110439851|Professional110480253|Recipient109627906|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|FellowsOfGirtonCollegeCambridge|FellowsOfTheRoyalSociety|Migrant110314952|National109625401|PhysicalEntity100001930|RoyalMedalWinners|NaturalisedCitizensOfTheUnitedKingdom|NobelLaureatesInPhysiologyOrMedicine|PeopleFromHildesheim|PeopleFromTheProvinceOfHanover|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Dennis Gabor","{Nobel Prize in Physics|IEEE Medal of Honor}","1900-06-05","1900-01-01T00:00:00+02:00","{Austria-Hungary|Budapest|Kingdom of Hungary}","1979-02-08","{England|London|United Kingdom}","{Hungarians|British people}","NULL","NULL","{Technical University of Berlin|Budapest University of Technology and Economics}","Electrical engineering","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HungarianElectricalEngineers|HungarianEmigrantsToTheUnitedKingdom|HungarianInventors|HungarianNobelLaureates|HungarianPhysicists|HungarianRefugees|HungarianScientists|JewishInventors|JewishRefugees|JewishScientists|Absentee109757653|Academician109759069|AcademicsOfImperialCollegeLondon|Acquirer109764201|Adult109605289|Associate109816771|BritishNobelLaureates|BritishPeopleOfHungarianDescent|CausalAgent100007347|Colleague109935990|CommandingOfficer109941964|Creator109614315|Educator110045713|ElectricalEngineer110049017|Emigrant110051975|Engineer109615807|Exile110071332|Honoree110183757|Inventor110214637|Laureate110249011|LivingThing100004258|MilitaryOfficer110317007|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Professional110480253|Recipient109627906|Refugee110516016|Scientist110560637|Serviceman110582746|SkilledWorker110605985|Traveler109629752|Whole100003553|Worker109632518|YagoLegalActorGeo|CommandersOfTheOrderOfTheBritishEmpire|FellowsOfTheRoyalSociety|Migrant110314952|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromPestHungary|YagoLegalActor}","Nobel Prize in Physics","NULL"
"NULL","Ragnar Granit","Nobel Prize in Physiology or Medicine","1900-10-30","1900-01-01T00:00:00+02:00","{Helsinki|Grand Duchy of Finland|Riihimäki|Russian Empire}","1991-03-12","{Stockholm|Sweden}","NULL","NULL","NULL","NULL","Physiology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Acquirer109764201|Adult109605289|Biologist109855630|CausalAgent100007347|Doctor110020890|HealthProfessional110165109|Honoree110183757|Laureate110249011|LivingThing100004258|Neuroscientist110354580|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|FinnishNobelLaureates|FinnishPhysicians|MedicalPractitioner110305802|PhysicalEntity100001930|SwedishNobelLaureates|SwedishPhysicians|Neurobiologist110353928|Neuroscientists|NobelLaureatesInPhysiologyOrMedicine|PeopleFromVantaa|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"Jean Frédéric Joliot","Frédéric Joliot-Curie","Nobel Prize in Chemistry","1900-03-19","1900-01-01T00:00:00+02:00","NULL","1958-08-14","NULL","NULL","NULL","NULL","ESPCI ParisTech","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|Acquirer109764201|Alumnus109786338|Atheist109820044|CausalAgent100007347|Disbeliever110015897|Disputant109615465|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Militant110315837|NonreligiousPerson109625789|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Reformer110515194|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ESPCIParisTechAlumni|FrenchActivists|FrenchAtheists|FrenchNobelLaureates|FrenchPhysicists|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromParis|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"NULL","Enrico Fermi","{Hughes Medal|Royal Society|Rumford Prize|Franklin Medal|Nobel Prize in Physics|Matteucci Medal|Medal for Merit}","1901-09-29","1901-01-01T00:00:00+02:00","Kingdom of Italy","1954-11-28","NULL","NULL","NULL","NULL","Scuola Normale Superiore di Pisa","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|ItalianAgnostics|ItalianEmigrantsToTheUnitedStates|ItalianInventors|ItalianNobelLaureates|ItalianNuclearPhysicists|ItalianPhysicists|ManhattanProjectPeople|TheoreticalPhysicists|Acquirer109764201|Agnostic109779124|AmericanNuclearPhysicists|AmericanPeopleOfItalianDescent|AmericanPhysicists|CausalAgent100007347|Citizen109923673|Creator109614315|Emigrant110051975|Honoree110183757|Inventor110214637|Laureate110249011|LivingThing100004258|NuclearPhysicist110364643|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|ExperimentalPhysicists|Migrant110314952|National109625401|PhysicalEntity100001930|QuantumPhysicists|NaturalizedCitizensOfTheUnitedStates|NobelLaureatesInPhysics|PeopleFromLeoniaNewJersey|PeopleFromRome|YagoLegalActor}","Nobel Prize in Physics","NULL"
"Ernest Orlando Lawrence","Ernest Lawrence","{Hughes Medal|Faraday Medal|Nobel Prize in Physics|Enrico Fermi Award|Legion of Honour|Comstock Prize in Physics|Sylvanus Thayer Award|Elliott Cresson Medal|Medal for Merit}","1901-08-08","1901-01-01T00:00:00+02:00","Canton South Dakota","1958-08-27","{California|Palo Alto California}","NULL","NULL","NULL","{University of Minnesota|Yale University|University of South Dakota}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|ManhattanProjectPeople|YaleUniversityAlumni|AcceleratorPhysicists|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AmericanNuclearPhysicists|AmericanPeopleOfNorwegianDescent|AmericanPhysicists|Associate109816771|CausalAgent100007347|Colleague109935990|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|NuclearPhysicist110364643|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ExperimentalPhysicists|FellowsOfTheAmericanAcademyOfArtsAndSciences|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromLincolnCountySouthDakota|YagoLegalActor}","Nobel Prize in Physics","NULL"
"NULL","Simon Kuznets","Nobel Memorial Prize in Economic Sciences","1901-04-30","1901-01-01T00:00:00+02:00","{Pinsk|Russian Empire}","1985-07-08","Cambridge Massachusetts","NULL","United States","NULL","{Columbia University|Kharkiv National University of Economics}","{Econometrics|Development economics}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JewishAmericanSocialScientists|Acquirer109764201|Alumnus109786338|AmericanEconomists|AmericanNobelLaureates|AmericanStatisticians|CausalAgent100007347|Communicator109610660|Economist110043643|Emigrant110051975|HeadOfState110164747|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Mathematician110301261|Negotiator110351874|Object100002684|Organism100004475|Person100007846|President110467179|Recipient109627906|Representative110522035|Scholar110557854|Scientist110560637|SocialScientist110619642|Statistician110653238|Traveler109629752|Whole100003553|YagoLegalActorGeo|ColumbiaUniversityAlumni|DevelopmentEconomists|Migrant110314952|PhysicalEntity100001930|PresidentsOfTheAmericanStatisticalAssociation|RussianEconomists|RussianStatisticians|SovietEmigrantsToTheUnitedStates|NobelLaureatesInEconomics|PeopleFromPinsk|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences","NULL"
"NULL","Vincent du Vigneaud","{Nobel Prize in Chemistry|Willard Gibbs Award}","1901-05-18","1901-01-01T00:00:00+02:00","Chicago","1978-12-11","Ithaca New York","NULL","NULL","NULL","University of Rochester","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Acquirer109764201|AmericanBiochemists|AmericanBiologists|AmericanNobelLaureates|AmericanPeopleOfFrenchDescent|Biochemist109854915|Biologist109855630|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"Linus Carl Pauling","Linus Pauling","{Lomonosov Gold Medal|Nobel Prize in Chemistry|Priestley Medal|Nobel Peace Prize|Lenin Peace Prize}","1901-02-28","1901-01-01T00:00:00+02:00","Portland Oregon","1994-08-19","{California|Big Sur}","NULL","United States","NULL","{California Institute of Technology|Oregon State University}","{Biochemistry|Quantum chemistry}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|GuggenheimFellows|InorganicChemists|TheoreticalChemists|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanAnti%E2%80%93nuclearWeaponsActivists|AmericanAnti-warActivists|AmericanAtheists|AmericanBiochemists|AmericanChemists|AmericanHumanists|AmericanMedicalResearchers|AmericanNobelLaureates|AmericanPacifists|AmericanPeopleOfGermanDescent|AmericanPeopleOfIrishDescent|Associate109816771|Atheist109820044|Biochemist109854915|Biophysicist109856267|Biophysicists|CausalAgent100007347|Chemist109913824|Colleague109935990|Disbeliever110015897|Disputant109615465|Honoree110183757|Humanist110191192|Intellectual109621545|Laureate110249011|LivingThing100004258|Militant110315837|NonreligiousPerson109625789|Object100002684|Organism100004475|Pacifist110390199|Peer109626238|Person100007846|Physicist110428004|Recipient109627906|Reformer110515194|ResearchWorker110523076|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|NobelLaureatesWithMultipleNobelAwards|NobelPeacePrizeLaureates|OregonStateUniversityAlumni|PeopleFromCorvallisOregon|PeopleFromPasadenaCalifornia|PeopleFromPortlandOregon|PeopleInAlternativeMedicine|PhysicalChemists|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"NULL","Charles Brenton Huggins","Nobel Prize in Physiology or Medicine","1901-09-22","1901-01-01T00:00:00+02:00","{Nova Scotia|Halifax (former city)}","1997-01-12","Chicago","United States","NULL","NULL","{Acadia University|Harvard University}","Physiology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HarvardUniversityAlumni|AcadiaUniversityAlumni|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AmericanPhysiologists|Biologist109855630|CanadianNobelLaureates|CanadianPeopleOfEnglishDescent|CanadianPhysiologists|CausalAgent100007347|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physiologist110429965|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromHalifaxNovaScotia|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"Eugene Paul Wigner","Eugene Wigner","{Max Planck Medal|Nobel Prize in Physics|Enrico Fermi Award|National Medal of Science}","1902-11-17","1902-01-01T00:00:00+02:00","{Austria-Hungary|Budapest}","1995-01-01","{New Jersey|Princeton New Jersey|United States}","{Hungary|United States}","NULL","NULL","Technical University of Berlin","{Atomic physics|Nuclear physics|Theoretical physics|Solid-state physics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|HungarianEmigrantsToTheUnitedStates|HungarianMathematicians|HungarianNobelLaureates|HungarianNuclearPhysicists|HungarianPhysicists|JewishScientists|ManhattanProjectPeople|MathematicalPhysicists|TheoreticalPhysicists|20th-centuryMathematicians|Acquirer109764201|AmericanNobelLaureates|AmericanPeopleOfHungarian-JewishDescent|AmericanPhysicists|CausalAgent100007347|Citizen109923673|Convert109962414|Emigrant110051975|Honoree110183757|Laureate110249011|LivingThing100004258|Mathematician110301261|NuclearPhysicist110364643|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|ConvertsToChristianityFromJudaism|Migrant110314952|National109625401|PhysicalEntity100001930|NaturalizedCitizensOfTheUnitedStates|NobelLaureatesInPhysics|OakRidgeNationalLaboratoryPeople|PeopleFromPestHungary|YagoLegalActor}","Nobel Prize in Physics","NULL"
"NULL","Theodore Schultz","Nobel Memorial Prize in Economic Sciences","1902-04-30","1902-01-01T00:00:00+02:00","{Arlington South Dakota|United States}","1998-02-26","{Evanston Illinois|United States}","NULL","United States","NULL","University of Wisconsin–Madison","Agricultural economics","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Acquirer109764201|Alumnus109786338|AmericanEconomists|AmericanNobelLaureates|CausalAgent100007347|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|SouthDakotaStateUniversityAlumni|NobelLaureatesInEconomics|PeopleFromKingsburyCountySouthDakota|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences","NULL"
"NULL","Kurt Alder","Nobel Prize in Chemistry","1902-07-10","1902-01-01T00:00:00+02:00","{German Empire|Chorzów|Province of Silesia}","1958-06-20","{Cologne|German Empire|West Germany}","NULL","Germany","NULL","{Humboldt University of Berlin|University of Kiel}","Organic chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanChemists|GermanNobelLaureates|Acquirer109764201|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|OrganicChemists|PeopleFromChorz%C3%B3w|PeopleFromTheProvinceOfSilesia|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"Eleanor McClintock","Barbara McClintock","Nobel Prize in Physiology or Medicine","1902-06-16","1902-01-01T00:00:00+02:00","{Connecticut|Hartford Connecticut}","1992-09-02","{Huntington New York|New York}","NULL","NULL","NULL","Cornell University","Cytogenetics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GuggenheimFellows|MacArthurFellows|WomenBiologists|WomenNobelLaureates|Acquirer109764201|Alumnus109786338|AmericanGeneticists|AmericanNobelLaureates|AmericanPeopleOfScottishDescent|AmericanScientists|Associate109816771|Biologist109855630|CausalAgent100007347|Colleague109935990|Geneticist110126424|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|CornellUniversityAlumni|ErasmusHallHighSchoolAlumni|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromBrooklyn|PeopleFromColumbiaMissouri|PeopleFromHartfordConnecticut|PeopleFromLongIsland|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
